State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Florida,FL,12,1990,1.66,211.43,100,74.97
Florida,FL,12,1991,1.42,214.43,101.42,76.03
Florida,FL,12,1992,2.08,218.89,103.53,77.61
Florida,FL,12,1993,1.78,222.79,105.37,79
Florida,FL,12,1994,0.86,224.71,106.28,79.68
Florida,FL,12,1995,2.62,230.59,109.06,81.76
Florida,FL,12,1996,2.45,236.25,111.74,83.77
Florida,FL,12,1997,2.82,242.92,114.9,86.14
Florida,FL,12,1998,4.04,252.74,119.54,89.61
Florida,FL,12,1999,3.44,261.42,123.64,92.69
Florida,FL,12,2000,7.88,282.02,133.39,100
Florida,FL,12,2001,9.67,309.29,146.28,109.67
Florida,FL,12,2002,9.26,337.94,159.83,119.83
Florida,FL,12,2003,8.47,366.58,173.38,129.98
Florida,FL,12,2004,16.32,426.42,201.68,151.2
Florida,FL,12,2005,27.07,541.83,256.27,192.12
Florida,FL,12,2006,16.02,628.61,297.31,222.89
Florida,FL,12,2007,-2.86,610.61,288.8,216.51
Florida,FL,12,2008,-15.54,515.7,243.91,182.86
Florida,FL,12,2009,-17.74,424.21,200.64,150.42
Florida,FL,12,2010,-9.89,382.25,180.79,135.54
Florida,FL,12,2011,-7.31,354.31,167.57,125.63
Florida,FL,12,2012,-1.03,350.67,165.86,124.34
Florida,FL,12,2013,7.43,376.74,178.19,133.58
Florida,FL,12,2014,10.39,415.87,196.69,147.46
Florida,FL,12,2015,8.92,452.97,214.24,160.61
Florida,FL,12,2016,9.26,494.94,234.09,175.5
Florida,FL,12,2017,8.4,536.52,253.76,190.24
Florida,FL,12,2018,8.07,579.82,274.24,205.59
Florida,FL,12,2019,5.48,611.59,289.26,216.86
Florida,FL,12,2020,5.02,642.31,303.79,227.75
Florida,FL,12,2021,15.63,742.73,351.29,263.36
Florida,FL,12,2022,23.92,920.38,435.31,326.35
Florida,FL,12,2023,8.48,998.46,472.24,354.03
Florida,FL,12,2024,3.42,1032.58,488.37,366.13
Florida,FL,12,2025,-0.53,1027.11,485.79,364.19
Georgia,GA,13,1975,,100,45.61,31.98
Georgia,GA,13,1976,4.09,104.09,47.47,33.29
Georgia,GA,13,1977,3.33,107.55,49.05,34.4
Georgia,GA,13,1978,7.92,116.07,52.94,37.12
Georgia,GA,13,1979,9.79,127.44,58.12,40.75
Georgia,GA,13,1980,10.85,141.27,64.42,45.18
Georgia,GA,13,1981,8.67,153.52,70.01,49.1
Georgia,GA,13,1982,5.7,162.28,74.01,51.9
Georgia,GA,13,1983,2.86,166.91,76.12,53.38
Georgia,GA,13,1984,6.09,177.07,80.75,56.63
Georgia,GA,13,1985,4.86,185.68,84.68,59.38
Georgia,GA,13,1986,5.88,196.59,89.66,62.87
Georgia,GA,13,1987,4.54,205.52,93.73,65.72
Georgia,GA,13,1988,4.25,214.25,97.71,68.52
Georgia,GA,13,1989,2.1,218.75,99.76,69.96
Georgia,GA,13,1990,0.24,219.27,100,70.12
Georgia,GA,13,1991,0.53,220.43,100.53,70.49
Georgia,GA,13,1992,1.73,224.24,102.27,71.71
Georgia,GA,13,1993,1.89,228.47,104.19,73.06
Georgia,GA,13,1994,2.23,233.57,106.52,74.7
Georgia,GA,13,1995,3.87,242.6,110.64,77.58
Georgia,GA,13,1996,4.01,252.33,115.08,80.7
Georgia,GA,13,1997,4.46,263.58,120.21,84.29
Georgia,GA,13,1998,4.89,276.48,126.09,88.42
Georgia,GA,13,1999,5.56,291.85,133.1,93.33
Georgia,GA,13,2000,7.14,312.7,142.61,100
Georgia,GA,13,2001,6.14,331.91,151.37,106.14
Georgia,GA,13,2002,3.71,344.21,156.98,110.08
Georgia,GA,13,2003,2.11,351.47,160.29,112.4
Georgia,GA,13,2004,4.2,366.23,167.02,117.12
Georgia,GA,13,2005,5.48,386.28,176.16,123.53
Georgia,GA,13,2006,4.63,404.16,184.32,129.25
Georgia,GA,13,2007,2.45,414.06,188.83,132.42
Georgia,GA,13,2008,-1.96,405.93,185.13,129.82
Georgia,GA,13,2009,-4.92,385.97,176.02,123.43
Georgia,GA,13,2010,-8.31,353.9,161.4,113.18
Georgia,GA,13,2011,-7.5,327.36,149.3,104.69
Georgia,GA,13,2012,-5.04,310.86,141.77,99.41
Georgia,GA,13,2013,3.79,322.63,147.13,103.18
Georgia,GA,13,2014,7.75,347.63,158.54,111.17
Georgia,GA,13,2015,5.86,368.02,167.83,117.69
Georgia,GA,13,2016,6.1,390.46,178.07,124.87
Georgia,GA,13,2017,6.09,414.26,188.92,132.48
Georgia,GA,13,2018,7.55,445.55,203.19,142.49
Georgia,GA,13,2019,5.75,471.16,214.88,150.68
Georgia,GA,13,2020,4.15,490.74,223.8,156.94
Georgia,GA,13,2021,12.95,554.28,252.78,177.26
Georgia,GA,13,2022,20.51,667.96,304.63,213.61
Georgia,GA,13,2023,8.22,722.85,329.66,231.17
Georgia,GA,13,2024,4.73,757.03,345.25,242.1
Georgia,GA,13,2025,2.16,773.38,352.7,247.33
Hawaii,HI,15,1975,,100,23.55,24.27
Hawaii,HI,15,1976,0.16,100.16,23.59,24.31
Hawaii,HI,15,1977,7.32,107.49,25.31,26.08
Hawaii,HI,15,1978,13.3,121.78,28.68,29.55
Hawaii,HI,15,1979,26.82,154.44,36.37,37.48
Hawaii,HI,15,1980,21.25,187.27,44.1,45.44
Hawaii,HI,15,1981,-30.66,129.85,30.58,31.51
Hawaii,HI,15,1982,32.3,171.79,40.46,41.69
Hawaii,HI,15,1983,13.79,195.48,46.03,47.44
Hawaii,HI,15,1984,3.61,202.53,47.69,49.15
Hawaii,HI,15,1985,4.65,211.95,49.91,51.43
Hawaii,HI,15,1986,3.23,218.79,51.52,53.09
Hawaii,HI,15,1987,8.1,236.52,55.7,57.4
Hawaii,HI,15,1988,17.34,277.53,65.36,67.35
Hawaii,HI,15,1989,25.65,348.72,82.12,84.62
Hawaii,HI,15,1990,21.77,424.63,100,103.05
Hawaii,HI,15,1991,9.92,466.74,109.92,113.26
Hawaii,HI,15,1992,0.44,468.8,110.4,113.76
Hawaii,HI,15,1993,-0.4,466.92,109.96,113.31
Hawaii,HI,15,1994,-0.19,466.03,109.75,113.09
Hawaii,HI,15,1995,-1.84,457.45,107.73,111.01
Hawaii,HI,15,1996,-4.02,439.07,103.4,106.55
Hawaii,HI,15,1997,-7.81,404.77,95.32,98.23
Hawaii,HI,15,1998,-0.24,403.79,95.09,97.99
Hawaii,HI,15,1999,-0.96,399.92,94.18,97.05
Hawaii,HI,15,2000,3.04,412.08,97.04,100
Hawaii,HI,15,2001,7.6,443.4,104.42,107.6
Hawaii,HI,15,2002,6.71,473.13,111.42,114.81
Hawaii,HI,15,2003,9.38,517.5,121.87,125.58
Hawaii,HI,15,2004,20.92,625.74,147.36,151.85
Hawaii,HI,15,2005,26.61,792.22,186.56,192.25
Hawaii,HI,15,2006,14.74,909.02,214.07,220.59
Hawaii,HI,15,2007,1.73,924.71,217.77,224.4
Hawaii,HI,15,2008,-3.78,889.73,209.53,215.91
Hawaii,HI,15,2009,-10.55,795.89,187.43,193.14
Hawaii,HI,15,2010,-4.33,761.46,179.32,184.78
Hawaii,HI,15,2011,-1.83,747.49,176.03,181.39
Hawaii,HI,15,2012,0.66,752.46,177.2,182.6
Hawaii,HI,15,2013,4.44,785.85,185.07,190.7
Hawaii,HI,15,2014,7.85,847.51,199.59,205.67
Hawaii,HI,15,2015,5.5,894.1,210.56,216.97
Hawaii,HI,15,2016,6.44,951.72,224.13,230.95
Hawaii,HI,15,2017,3.63,986.29,232.27,239.34
Hawaii,HI,15,2018,4.49,1030.54,242.69,250.08
Hawaii,HI,15,2019,2.94,1060.86,249.83,257.44
Hawaii,HI,15,2020,0.02,1061.12,249.89,257.5
Hawaii,HI,15,2021,8.05,1146.56,270.01,278.23
Hawaii,HI,15,2022,18.9,1363.23,321.04,330.81
Hawaii,HI,15,2023,6.79,1455.74,342.82,353.26
Hawaii,HI,15,2024,3.4,1505.23,354.48,365.27
Hawaii,HI,15,2025,2.92,1549.11,364.81,375.92
Idaho,ID,16,1975,,100,50.08,32.4
Idaho,ID,16,1976,6.31,106.31,53.25,34.44
Idaho,ID,16,1977,12.26,119.35,59.77,38.66
Idaho,ID,16,1978,17.94,140.75,70.49,45.6
Idaho,ID,16,1979,8.82,153.16,76.71,49.62
Idaho,ID,16,1980,4.67,160.31,80.29,51.93
Idaho,ID,16,1981,1.71,163.04,81.66,52.82
Idaho,ID,16,1982,2.94,167.84,84.06,54.37
Idaho,ID,16,1983,3.04,172.94,86.62,56.03
Idaho,ID,16,1984,1.78,176.02,88.16,57.02
Idaho,ID,16,1985,1.37,178.43,89.37,57.81
Idaho,ID,16,1986,0.98,180.19,90.24,58.37
Idaho,ID,16,1987,-0.67,178.98,89.64,57.98
Idaho,ID,16,1988,-0.45,178.18,89.24,57.72
Idaho,ID,16,1989,4.55,186.29,93.3,60.35
Idaho,ID,16,1990,7.18,199.66,100,64.68
Idaho,ID,16,1991,5.74,211.13,105.74,68.4
Idaho,ID,16,1992,5.57,222.89,111.63,72.21
Idaho,ID,16,1993,8.59,242.03,121.22,78.41
Idaho,ID,16,1994,6.13,256.87,128.65,83.22
Idaho,ID,16,1995,6.72,274.14,137.3,88.81
Idaho,ID,16,1996,2.55,281.12,140.8,91.07
Idaho,ID,16,1997,2.67,288.62,144.55,93.5
Idaho,ID,16,1998,2.65,296.28,148.39,95.98
Idaho,ID,16,1999,1.84,301.74,151.12,97.75
Idaho,ID,16,2000,2.3,308.68,154.6,100
Idaho,ID,16,2001,4.38,322.2,161.37,104.38
Idaho,ID,16,2002,2.58,330.5,165.53,107.07
Idaho,ID,16,2003,2.53,338.87,169.72,109.78
Idaho,ID,16,2004,6.73,361.68,181.14,117.17
Idaho,ID,16,2005,15.74,418.6,209.65,135.61
Idaho,ID,16,2006,16.84,489.1,244.96,158.45
Idaho,ID,16,2007,5.38,515.43,258.15,166.98
Idaho,ID,16,2008,-2.16,504.28,252.57,163.37
Idaho,ID,16,2009,-7.43,466.79,233.79,151.22
Idaho,ID,16,2010,-10.6,417.31,209.01,135.19
Idaho,ID,16,2011,-8.73,380.87,190.76,123.39
Idaho,ID,16,2012,0.19,381.59,191.12,123.62
Idaho,ID,16,2013,5.26,401.67,201.17,130.12
Idaho,ID,16,2014,6.86,429.22,214.97,139.05
Idaho,ID,16,2015,5.8,454.11,227.44,147.11
Idaho,ID,16,2016,7.4,487.69,244.26,157.99
Idaho,ID,16,2017,9.28,532.96,266.93,172.66
Idaho,ID,16,2018,12.11,597.49,299.25,193.56
Idaho,ID,16,2019,11.2,664.38,332.75,215.23
Idaho,ID,16,2020,8.69,722.15,361.68,233.95
Idaho,ID,16,2021,23.07,888.76,445.13,287.92
Idaho,ID,16,2022,19.88,1065.41,533.6,345.15
Idaho,ID,16,2023,-0.22,1063.09,532.44,344.4
Idaho,ID,16,2024,3.94,1104.93,553.39,357.95
Idaho,ID,16,2025,2.34,1130.8,566.35,366.34
Illinois,IL,17,1975,,100,38.23,26.97
Illinois,IL,17,1976,11.42,111.42,42.6,30.05
Illinois,IL,17,1977,17.2,130.58,49.92,35.21
Illinois,IL,17,1978,17.58,153.54,58.7,41.4
Illinois,IL,17,1979,2.45,157.31,60.14,42.42
Illinois,IL,17,1980,-0.09,157.16,60.08,42.38
Illinois,IL,17,1981,4.6,164.39,62.85,44.33
Illinois,IL,17,1982,-12.14,144.44,55.22,38.95
Illinois,IL,17,1983,15.07,166.2,63.54,44.82
Illinois,IL,17,1984,5.47,175.28,67.01,47.27
Illinois,IL,17,1985,4.21,182.66,69.83,49.26
Illinois,IL,17,1986,6.26,194.09,74.2,52.34
Illinois,IL,17,1987,7.83,209.28,80.01,56.43
Illinois,IL,17,1988,10.62,231.5,88.5,62.43
Illinois,IL,17,1989,7.87,249.72,95.47,67.34
Illinois,IL,17,1990,4.74,261.57,100,70.53
Illinois,IL,17,1991,3.29,270.17,103.29,72.85
Illinois,IL,17,1992,2.53,277.01,105.9,74.7
Illinois,IL,17,1993,2.79,284.73,108.85,76.78
Illinois,IL,17,1994,3.58,294.92,112.75,79.53
Illinois,IL,17,1995,4.66,308.66,118,83.23
Illinois,IL,17,1996,2.97,317.83,121.51,85.71
Illinois,IL,17,1997,3.01,327.41,125.17,88.29
Illinois,IL,17,1998,2.22,334.68,127.95,90.25
Illinois,IL,17,1999,3.57,346.62,132.52,93.47
Illinois,IL,17,2000,6.99,370.84,141.78,100
Illinois,IL,17,2001,5.61,391.65,149.73,105.61
Illinois,IL,17,2002,4.99,411.18,157.2,110.88
Illinois,IL,17,2003,3.59,425.92,162.83,114.85
Illinois,IL,17,2004,7.7,458.7,175.37,123.69
Illinois,IL,17,2005,9.17,500.76,191.44,135.03
Illinois,IL,17,2006,5.75,529.57,202.46,142.8
Illinois,IL,17,2007,1.3,536.42,205.08,144.65
Illinois,IL,17,2008,-2.98,520.45,198.97,140.35
Illinois,IL,17,2009,-8.28,477.34,182.49,128.72
Illinois,IL,17,2010,-6.34,447.08,170.92,120.56
Illinois,IL,17,2011,-5.24,423.64,161.96,114.24
Illinois,IL,17,2012,-2.78,411.85,157.46,111.06
Illinois,IL,17,2013,0.19,412.64,157.76,111.27
Illinois,IL,17,2014,3.69,427.88,163.58,115.38
Illinois,IL,17,2015,3.02,440.82,168.53,118.87
Illinois,IL,17,2016,2.84,453.36,173.33,122.25
Illinois,IL,17,2017,2.59,465.09,177.81,125.42
Illinois,IL,17,2018,2.37,476.13,182.03,128.39
Illinois,IL,17,2019,2.61,488.56,186.78,131.75
Illinois,IL,17,2020,1.1,493.92,188.83,133.19
Illinois,IL,17,2021,7.78,532.36,203.53,143.56
Illinois,IL,17,2022,12.13,596.96,228.23,160.98
Illinois,IL,17,2023,7.49,641.69,245.33,173.04
Illinois,IL,17,2024,6.95,686.28,262.37,185.06
Illinois,IL,17,2025,5.7,725.39,277.32,195.61
Indiana,IN,18,1975,,100,44.15,30.5
Indiana,IN,18,1976,5.71,105.71,46.67,32.24
Indiana,IN,18,1977,12.41,118.83,52.46,36.24
Indiana,IN,18,1978,16.29,138.19,61,42.15
Indiana,IN,18,1979,13.05,156.22,68.96,47.65
Indiana,IN,18,1980,4.81,163.73,72.28,49.94
Indiana,IN,18,1981,3.95,170.21,75.14,51.91
Indiana,IN,18,1982,-4.48,162.58,71.77,49.59
Indiana,IN,18,1983,6.19,172.65,76.22,52.66
Indiana,IN,18,1984,1.81,175.77,77.59,53.61
Indiana,IN,18,1985,3.5,181.92,80.31,55.48
Indiana,IN,18,1986,4.67,190.41,84.06,58.07
Indiana,IN,18,1987,4.24,198.47,87.62,60.53
Indiana,IN,18,1988,5.66,209.71,92.58,63.96
Indiana,IN,18,1989,4.65,219.46,96.88,66.93
Indiana,IN,18,1990,3.22,226.52,100,69.09
Indiana,IN,18,1991,3.51,234.47,103.51,71.51
Indiana,IN,18,1992,3,241.51,106.62,73.66
Indiana,IN,18,1993,3.26,249.39,110.09,76.06
Indiana,IN,18,1994,3.85,258.99,114.33,78.99
Indiana,IN,18,1995,5.47,273.15,120.58,83.31
Indiana,IN,18,1996,4.28,284.85,125.75,86.88
Indiana,IN,18,1997,4.17,296.73,130.99,90.5
Indiana,IN,18,1998,3.43,306.9,135.48,93.6
Indiana,IN,18,1999,2.96,315.98,139.49,96.37
Indiana,IN,18,2000,3.77,327.88,144.74,100
Indiana,IN,18,2001,4.26,341.85,150.91,104.26
Indiana,IN,18,2002,1.99,348.65,153.91,106.34
Indiana,IN,18,2003,1.37,353.44,156.03,107.8
Indiana,IN,18,2004,2.41,361.95,159.78,110.39
Indiana,IN,18,2005,3.53,374.73,165.43,114.29
Indiana,IN,18,2006,1.85,381.67,168.49,116.4
Indiana,IN,18,2007,1.13,385.97,170.39,117.72
Indiana,IN,18,2008,-0.63,383.52,169.31,116.97
Indiana,IN,18,2009,-2.15,375.28,165.67,114.46
Indiana,IN,18,2010,-2.45,366.08,161.61,111.65
Indiana,IN,18,2011,-1.84,359.35,158.64,109.6
Indiana,IN,18,2012,-0.55,357.39,157.77,109
Indiana,IN,18,2013,0.95,360.78,159.27,110.03
Indiana,IN,18,2014,2.38,369.35,163.05,112.65
Indiana,IN,18,2015,3.29,381.49,168.41,116.35
Indiana,IN,18,2016,3.51,394.89,174.33,120.44
Indiana,IN,18,2017,4.49,412.63,182.16,125.85
Indiana,IN,18,2018,6.71,440.3,194.37,134.29
Indiana,IN,18,2019,5.52,464.59,205.09,141.69
Indiana,IN,18,2020,4.12,483.71,213.54,147.53
Indiana,IN,18,2021,12.04,541.96,239.25,165.29
Indiana,IN,18,2022,15.16,624.1,275.51,190.34
Indiana,IN,18,2023,8.03,674.21,297.63,205.63
Indiana,IN,18,2024,5.45,710.95,313.85,216.83
Indiana,IN,18,2025,4.34,741.82,327.48,226.25
Iowa,IA,19,1975,,100,53.01,33.93
Iowa,IA,19,1976,13.4,113.4,60.12,38.48
Iowa,IA,19,1977,11.71,126.68,67.16,42.99
Iowa,IA,19,1978,13.69,144.02,76.35,48.87
Iowa,IA,19,1979,10.35,158.93,84.26,53.93
Iowa,IA,19,1980,0.51,159.74,84.68,54.21
Iowa,IA,19,1981,-5.66,150.7,79.89,51.14
Iowa,IA,19,1982,-1.88,147.86,78.39,50.18
Iowa,IA,19,1983,7.8,159.4,84.5,54.09
Iowa,IA,19,1984,1.09,161.15,85.43,54.68
Iowa,IA,19,1985,1.72,163.91,86.89,55.62
Iowa,IA,19,1986,1.08,165.68,87.84,56.22
Iowa,IA,19,1987,0.76,166.94,88.5,56.65
Iowa,IA,19,1988,2.05,170.37,90.32,57.81
Iowa,IA,19,1989,5.63,179.97,95.41,61.07
Iowa,IA,19,1990,4.81,188.63,100,64.01
Iowa,IA,19,1991,4.22,196.59,104.22,66.71
Iowa,IA,19,1992,3.23,202.94,107.59,68.87
Iowa,IA,19,1993,4.97,213.03,112.94,72.29
Iowa,IA,19,1994,5.67,225.1,119.33,76.39
Iowa,IA,19,1995,6.59,239.95,127.2,81.43
Iowa,IA,19,1996,3.96,249.45,132.25,84.65
Iowa,IA,19,1997,3.99,259.4,137.52,88.03
Iowa,IA,19,1998,4.25,270.44,143.37,91.77
Iowa,IA,19,1999,3.88,280.93,148.93,95.33
Iowa,IA,19,2000,4.89,294.68,156.22,100
Iowa,IA,19,2001,4.7,308.52,163.56,104.7
Iowa,IA,19,2002,2.83,317.26,168.19,107.66
Iowa,IA,19,2003,2.31,324.6,172.09,110.15
Iowa,IA,19,2004,4.29,338.52,179.46,114.87
Iowa,IA,19,2005,4.79,354.73,188.06,120.38
Iowa,IA,19,2006,2.86,364.88,193.43,123.82
Iowa,IA,19,2007,1.83,371.55,196.97,126.08
Iowa,IA,19,2008,0.42,373.09,197.79,126.61
Iowa,IA,19,2009,-0.53,371.13,196.75,125.94
Iowa,IA,19,2010,-1,367.41,194.78,124.68
Iowa,IA,19,2011,-0.6,365.19,193.6,123.93
Iowa,IA,19,2012,0.49,366.98,194.55,124.54
Iowa,IA,19,2013,1.39,372.07,197.25,126.26
Iowa,IA,19,2014,2.31,380.65,201.8,129.17
Iowa,IA,19,2015,2.73,391.03,207.3,132.7
Iowa,IA,19,2016,3.42,404.4,214.39,137.23
Iowa,IA,19,2017,3.85,419.97,222.64,142.52
Iowa,IA,19,2018,3.71,435.57,230.91,147.81
Iowa,IA,19,2019,3.15,449.27,238.18,152.46
Iowa,IA,19,2020,1.77,457.22,242.39,155.16
Iowa,IA,19,2021,8.08,494.16,261.97,167.69
Iowa,IA,19,2022,12.69,556.86,295.21,188.97
Iowa,IA,19,2023,7.11,596.42,316.19,202.4
Iowa,IA,19,2024,5.03,626.4,332.08,212.57
Iowa,IA,19,2025,3.22,646.57,342.77,219.41
Kansas,KS,20,1975,,100,53.27,35.79
Kansas,KS,20,1976,8.07,108.07,57.57,38.68
Kansas,KS,20,1977,12.13,121.18,64.55,43.37
Kansas,KS,20,1978,12.37,136.17,72.53,48.74
Kansas,KS,20,1979,10.17,150.01,79.9,53.69
Kansas,KS,20,1980,6.93,160.4,85.44,57.41
Kansas,KS,20,1981,2.4,164.25,87.49,58.79
Kansas,KS,20,1982,1.45,166.62,88.75,59.64
Kansas,KS,20,1983,3.01,171.64,91.43,61.43
Kansas,KS,20,1984,0.54,172.57,91.92,61.76
Kansas,KS,20,1985,0.45,173.35,92.33,62.04
Kansas,KS,20,1986,3.56,179.51,95.62,64.25
Kansas,KS,20,1987,1.98,183.06,97.51,65.52
Kansas,KS,20,1988,0.94,184.78,98.42,66.13
Kansas,KS,20,1989,1.63,187.79,100.03,67.21
Kansas,KS,20,1990,-0.03,187.74,100,67.19
Kansas,KS,20,1991,1.02,189.66,101.02,67.88
Kansas,KS,20,1992,1.86,193.18,102.9,69.14
Kansas,KS,20,1993,2.67,198.35,105.65,70.99
Kansas,KS,20,1994,5.48,209.22,111.45,74.88
Kansas,KS,20,1995,6.53,222.89,118.72,79.77
Kansas,KS,20,1996,3.93,231.64,123.39,82.91
Kansas,KS,20,1997,4.38,241.79,128.79,86.54
Kansas,KS,20,1998,4.1,251.71,134.08,90.09
Kansas,KS,20,1999,4.83,263.87,140.55,94.44
Kansas,KS,20,2000,5.89,279.4,148.83,100
Kansas,KS,20,2001,4.83,292.91,156.02,104.83
Kansas,KS,20,2002,3.48,303.09,161.44,108.48
Kansas,KS,20,2003,1.96,309.02,164.6,110.6
Kansas,KS,20,2004,3.98,321.31,171.15,115
Kansas,KS,20,2005,4.5,335.77,178.85,120.17
Kansas,KS,20,2006,3.35,347,184.83,124.2
Kansas,KS,20,2007,2.22,354.71,188.94,126.95
Kansas,KS,20,2008,-0.33,353.53,188.31,126.53
Kansas,KS,20,2009,-1.11,349.61,186.22,125.13
Kansas,KS,20,2010,-1.17,345.53,184.05,123.67
Kansas,KS,20,2011,-1.71,339.61,180.9,121.55
Kansas,KS,20,2012,-0.49,337.94,180.01,120.95
Kansas,KS,20,2013,0.92,341.04,181.66,122.06
Kansas,KS,20,2014,2.78,350.53,186.71,125.46
Kansas,KS,20,2015,3.06,361.26,192.43,129.3
Kansas,KS,20,2016,4.05,375.88,200.22,134.53
Kansas,KS,20,2017,4.39,392.37,209,140.43
Kansas,KS,20,2018,4.93,411.72,219.31,147.36
Kansas,KS,20,2019,4,428.19,228.08,153.25
Kansas,KS,20,2020,3.95,445.09,237.08,159.3
Kansas,KS,20,2021,10.6,492.26,262.21,176.18
Kansas,KS,20,2022,13.83,560.36,298.48,200.56
Kansas,KS,20,2023,7.43,602.02,320.67,215.47
Kansas,KS,20,2024,5.9,637.57,339.61,228.19
Kansas,KS,20,2025,4.05,663.38,353.36,237.43
Kentucky,KY,21,1975,,100,45.95,30.74
Kentucky,KY,21,1976,3.98,103.98,47.78,31.97
Kentucky,KY,21,1977,8.55,112.87,51.86,34.7
Kentucky,KY,21,1978,15.5,130.37,59.9,40.08
Kentucky,KY,21,1979,12.88,147.16,67.62,45.24
Kentucky,KY,21,1980,4.86,154.32,70.9,47.44
Kentucky,KY,21,1981,3.03,158.99,73.05,48.88
Kentucky,KY,21,1982,1.73,161.74,74.32,49.73
Kentucky,KY,21,1983,3.26,167.01,76.74,51.34
Kentucky,KY,21,1984,1.74,169.91,78.07,52.24
Kentucky,KY,21,1985,3.04,175.08,80.45,53.83
Kentucky,KY,21,1986,4.27,182.57,83.89,56.13
Kentucky,KY,21,1987,4.17,190.18,87.38,58.47
Kentucky,KY,21,1988,6.16,201.89,92.76,62.07
Kentucky,KY,21,1989,4.93,211.85,97.34,65.13
Kentucky,KY,21,1990,2.73,217.64,100,66.91
Kentucky,KY,21,1991,2.77,223.67,102.77,68.76
Kentucky,KY,21,1992,2.72,229.76,105.57,70.64
Kentucky,KY,21,1993,3.19,237.1,108.94,72.89
Kentucky,KY,21,1994,5.27,249.59,114.68,76.73
Kentucky,KY,21,1995,6.16,264.97,121.75,81.46
Kentucky,KY,21,1996,3.9,275.31,126.5,84.64
Kentucky,KY,21,1997,4.39,287.41,132.06,88.36
Kentucky,KY,21,1998,3.54,297.57,136.73,91.48
Kentucky,KY,21,1999,4.03,309.57,142.24,95.17
Kentucky,KY,21,2000,5.07,325.27,149.45,100
Kentucky,KY,21,2001,4.17,338.85,155.69,104.17
Kentucky,KY,21,2002,2.6,347.67,159.75,106.89
Kentucky,KY,21,2003,2.42,356.08,163.61,109.47
Kentucky,KY,21,2004,4.3,371.38,170.64,114.18
Kentucky,KY,21,2005,5.18,390.63,179.49,120.09
Kentucky,KY,21,2006,3.27,403.42,185.36,124.02
Kentucky,KY,21,2007,2.07,411.76,189.19,126.59
Kentucky,KY,21,2008,0.52,413.89,190.17,127.24
Kentucky,KY,21,2009,-1.52,407.6,187.28,125.31
Kentucky,KY,21,2010,-1.35,402.09,184.75,123.62
Kentucky,KY,21,2011,-1.5,396.05,181.97,121.76
Kentucky,KY,21,2012,-0.07,395.78,181.85,121.68
Kentucky,KY,21,2013,0.58,398.08,182.91,122.38
Kentucky,KY,21,2014,1.63,404.57,185.89,124.38
Kentucky,KY,21,2015,3.07,417,191.6,128.2
Kentucky,KY,21,2016,3.74,432.6,198.77,133
Kentucky,KY,21,2017,4.82,453.44,208.35,139.4
Kentucky,KY,21,2018,4.45,473.61,217.61,145.6
Kentucky,KY,21,2019,4.16,493.32,226.67,151.66
Kentucky,KY,21,2020,3.74,511.79,235.15,157.34
Kentucky,KY,21,2021,10.26,564.29,259.28,173.48
Kentucky,KY,21,2022,14.29,644.95,296.34,198.28
Kentucky,KY,21,2023,7.87,695.67,319.65,213.87
Kentucky,KY,21,2024,6.19,738.75,339.44,227.12
Kentucky,KY,21,2025,3.94,767.85,352.81,236.06
Louisiana,LA,22,1975,,100,52.04,34.02
Louisiana,LA,22,1976,9.44,109.44,56.95,37.24
Louisiana,LA,22,1977,10.36,120.77,62.85,41.09
Louisiana,LA,22,1978,18.03,142.55,74.18,48.5
Louisiana,LA,22,1979,22.46,174.57,90.85,59.4
Louisiana,LA,22,1980,8.4,189.24,98.48,64.39
Louisiana,LA,22,1981,10.83,209.73,109.14,71.36
Louisiana,LA,22,1982,3.18,216.39,112.61,73.62
Louisiana,LA,22,1983,0.98,218.51,113.71,74.35
Louisiana,LA,22,1984,0.42,219.43,114.19,74.66
Louisiana,LA,22,1985,-3.2,212.41,110.54,72.27
Louisiana,LA,22,1986,-1.17,209.93,109.24,71.43
Louisiana,LA,22,1987,-4,201.53,104.87,68.57
Louisiana,LA,22,1988,-6.64,188.14,97.91,64.01
Louisiana,LA,22,1989,0.71,189.48,98.6,64.47
Louisiana,LA,22,1990,1.42,192.16,100,65.38
Louisiana,LA,22,1991,2.57,197.09,102.57,67.06
Louisiana,LA,22,1992,4.19,205.35,106.86,69.87
Louisiana,LA,22,1993,4.39,214.37,111.56,72.94
Louisiana,LA,22,1994,5.83,226.88,118.06,77.19
Louisiana,LA,22,1995,5.09,238.43,124.08,81.12
Louisiana,LA,22,1996,4.54,249.25,129.71,84.81
Louisiana,LA,22,1997,4.6,260.72,135.68,88.71
Louisiana,LA,22,1998,4.23,271.75,141.41,92.46
Louisiana,LA,22,1999,3.81,282.11,146.81,95.99
Louisiana,LA,22,2000,4.18,293.91,152.95,100
Louisiana,LA,22,2001,4.54,307.25,159.89,104.54
Louisiana,LA,22,2002,3.23,317.17,165.05,107.91
Louisiana,LA,22,2003,3.39,327.92,170.64,111.57
Louisiana,LA,22,2004,5.19,344.95,179.51,117.36
Louisiana,LA,22,2005,6.58,367.63,191.31,125.08
Louisiana,LA,22,2006,11.17,408.67,212.67,139.05
Louisiana,LA,22,2007,4.67,427.76,222.6,145.54
Louisiana,LA,22,2008,0.19,428.57,223.03,145.82
