cohort,event,coefficient,variance,explicit_reference
2015,F4event,-.4651482126222186,.1580504,0
2016,F4event,0,0,0
2017,F4event,-.0544066313122816,.1065087,0
2018,F4event,0,0,0
2019,F4event,-.3658101895650485,.59063518,0
1970,F5event,0,0,0
1971,F5event,0,0,0
1972,F5event,0,0,0
1973,F5event,0,0,0
1974,F5event,0,0,0
1975,F5event,.0755926080020758,.1326257,0
1976,F5event,-1.287494696544826,.24351147,0
1977,F5event,-.1035711942201397,.35472187,0
1978,F5event,1.751451943503171,2.7675581,0
1979,F5event,-.1142525733266874,.33923629,0
1980,F5event,-.0996884030219081,.16040838,0
1981,F5event,0,0,0
1982,F5event,-.5562776477678136,.30519131,0
1983,F5event,-.3863821636964054,.15545139,0
1984,F5event,-.0093854289808176,1.3938061,0
1985,F5event,-.1663716214022511,.18693219,0
1986,F5event,-.9244991432953004,.38698906,0
1987,F5event,0,0,0
1988,F5event,0,0,0
1989,F5event,0,0,0
1990,F5event,-1.426142456633082,.56191772,0
1991,F5event,-.3658690742824343,.1076443,0
1992,F5event,-.2489084751136246,.11818027,0
1993,F5event,-.7052516730500921,.35211965,0
1994,F5event,-.5523030236731252,.1749257,0
1995,F5event,-.9876146547840625,.22999808,0
1996,F5event,-.0227553119222829,.13769548,0
1997,F5event,-.6850485655296286,.18671115,0
1998,F5event,-.9659629111836627,.16244365,0
1999,F5event,-1.296834419307227,.20383704,0
2000,F5event,.0991343394200061,.66114271,0
2001,F5event,-1.240099837999983,.26072389,0
2002,F5event,.7550958400221176,.23604132,0
2003,F5event,0,0,0
2004,F5event,1.00593222209321,.28506097,0
2005,F5event,0,0,0
2006,F5event,.5596908685125197,.66593271,0
2007,F5event,0,0,0
2008,F5event,.3277380867091716,.27006796,0
2009,F5event,0,0,0
2010,F5event,.736143727011045,.1811946,0
2011,F5event,0,0,0
2012,F5event,.5748999089030135,.28357804,0
2013,F5event,0,0,0
2014,F5event,.053677027252458,.32063663,0
2015,F5event,0,0,0
2016,F5event,.2648518467863386,.17865856,0
2017,F5event,0,0,0
2018,F5event,.3800927523734099,.22618006,0
2019,F5event,0,0,0
1970,F6event,0,0,0
1971,F6event,0,0,0
1972,F6event,0,0,0
1973,F6event,0,0,0
1974,F6event,0,0,0
1975,F6event,0,0,0
1976,F6event,-.196070509264186,.49346444,0
1977,F6event,2.192935440361548,1.5356846,0
1978,F6event,-.5443460775418376,.07880947,0
1979,F6event,-.5806053056446184,.27816164,0
1980,F6event,.0535924573199559,.11508578,0
1981,F6event,-.2826110226177205,.23085615,0
1982,F6event,0,0,0
1983,F6event,-.4268739554635043,.26388383,0
1984,F6event,-.3163011005258153,.9619168,0
1985,F6event,-.3377155382766202,.015741484,0
1986,F6event,-.373796751611012,.25928384,0
1987,F6event,-.2707747887839836,.14735082,0
1988,F6event,0,0,0
1989,F6event,0,0,0
1990,F6event,0,0,0
1991,F6event,-.3195162377977122,.3355712,0
1992,F6event,-.3923880150317641,.13282594,0
1993,F6event,-.6232107250626839,.36056146,0
1994,F6event,-.6838655853267425,.17698535,0
1995,F6event,-.3643781107069473,.1935548,0
1996,F6event,-.0267984085572698,.13642099,0
1997,F6event,-1.341897627787106,.33542892,0
1998,F6event,.2046156343916688,.22510786,0
1999,F6event,.1634075810681605,.93445557,0
2000,F6event,.9159794954307074,.45465586,0
2001,F6event,-.0291774802496901,.36743692,0
2002,F6event,-.5486524843387817,.12905179,0
2003,F6event,-.2306792902565208,.76079506,0
2004,F6event,0,0,0
2005,F6event,-1.963603533508137,.12143301,0
2006,F6event,0,0,0
2007,F6event,-1.769371645127045,.1744706,0
2008,F6event,0,0,0
2009,F6event,-.1751464574239188,.20205416,0
2010,F6event,0,0,0
2011,F6event,-2.732799732923433,.29154596,0
2012,F6event,0,0,0
2013,F6event,.0720275692009209,.32528791,0
2014,F6event,0,0,0
2015,F6event,-.6512572131931195,.23519759,0
2016,F6event,0,0,0
2017,F6event,.066023448963451,.16503288,0
2018,F6event,0,0,0
2019,F6event,-.4303814335337574,.82566303,0
1970,F7event,0,0,0
1971,F7event,0,0,0
1972,F7event,0,0,0
1973,F7event,0,0,0
1974,F7event,0,0,0
1975,F7event,0,0,0
1976,F7event,0,0,0
1977,F7event,.7513899644144432,.47993025,0
1978,F7event,0,0,0
1979,F7event,-1.00225636435211,.41557562,0
1980,F7event,.1928493326291526,.13166909,0
1981,F7event,-.2399180428680417,.25509015,0
1982,F7event,-1.850335135874653,.62881273,0
1983,F7event,-.9096907498302077,.40490335,0
1984,F7event,0,0,0
1985,F7event,0,0,0
1986,F7event,0,0,0
1987,F7event,-.0580283027737595,.10380329,0
1988,F7event,-.729240294414215,.76223421,0
1989,F7event,-.4533928713269347,.20950498,0
1990,F7event,-.9125469271781897,.83481103,0
1991,F7event,-.2879721794704774,.17448324,0
1992,F7event,.1700945045542068,.15875779,0
1993,F7event,-.9749752432867451,.35015449,0
1994,F7event,-.7198463704616087,.41817763,0
1995,F7event,.3772806307624354,.24299286,0
1996,F7event,.832099556723662,.44392666,0
1997,F7event,-1.086098004252116,.40338236,0
1998,F7event,-.2862781046647963,.13384692,0
1999,F7event,-.5282138985696347,.25690305,0
2000,F7event,0,0,0
2001,F7event,.1902376078634409,.35728753,0
2002,F7event,0,0,0
2003,F7event,-.4329245342583428,.20055224,0
2004,F7event,0,0,0
2005,F7event,-1.156710239507795,.26202798,0
2006,F7event,0,0,0
2007,F7event,-1.593370700174747,.43275654,0
2008,F7event,0,0,0
2009,F7event,-.4063467356260501,.1632136,0
2010,F7event,0,0,0
2011,F7event,-.7890359567683631,.71188217,0
2012,F7event,0,0,0
2013,F7event,.0338732755453825,.42474163,0
2014,F7event,0,0,0
2015,F7event,.5021664868257446,.80362046,0
2016,F7event,0,0,0
2017,F7event,-.1052614860792533,.22536521,0
2018,F7event,0,0,0
2019,F7event,.0706965701559213,.42826372,0
