f_c_y,K,lastcohort,rows,unsupported
2002,-6,0,75,0
2002,-5,0,90,0
2002,-3,0,119,0
2002,-1,0,181,0
2002,1,0,253,0
2002,3,0,268,0
2002,5,0,257,0
2002,7,0,278,0
2002,9,0,272,0
2002,11,0,258,0
2002,13,0,240,0
2002,15,0,249,0
2002,17,0,226,0
2003,-21,0,1,0
2003,-20,0,4,0
2003,-19,0,5,0
2003,-18,0,7,0
2003,-17,0,10,0
2003,-16,0,13,0
2003,-15,0,20,0
2003,-14,0,19,0
2003,-13,0,22,0
2003,-12,0,29,0
2003,-11,0,31,0
2003,-10,0,40,0
2003,-9,0,45,0
2003,-8,0,56,0
2003,-7,0,61,0
2003,-6,0,82,0
2003,-4,0,115,0
2003,-2,0,159,0
2003,0,0,210,0
2003,2,0,245,0
2003,4,0,245,0
2003,6,0,245,0
2003,8,0,240,0
2003,10,0,232,0
2003,12,0,230,0
2003,14,0,245,0
2003,16,0,219,0
2004,-25,0,1,0
2004,-24,0,2,0
2004,-23,0,2,0
2004,-22,0,2,0
2004,-21,0,2,0
2004,-20,0,3,0
2004,-19,0,3,0
2004,-18,0,7,0
2004,-17,0,8,0
2004,-16,0,12,0
2004,-15,0,18,0
2004,-14,0,19,0
2004,-13,0,24,0
2004,-12,0,29,0
2004,-11,0,39,0
2004,-10,0,50,0
2004,-9,0,59,0
2004,-8,0,62,0
2004,-7,0,84,0
2004,-5,0,123,0
2004,-3,0,157,0
2004,-1,0,229,0
2004,1,0,300,0
2004,3,0,300,0
2004,5,0,319,0
2004,7,0,315,0
2004,9,0,295,0
2004,11,0,297,0
2004,13,0,289,0
2004,15,0,269,0
2005,-31,0,1,0
2005,-28,0,1,0
2005,-27,0,1,0
2005,-26,0,1,0
2005,-25,0,1,0
2005,-22,0,2,0
2005,-21,0,2,0
2005,-20,0,2,0
2005,-19,0,3,0
2005,-18,0,3,0
2005,-17,0,7,0
2005,-16,0,7,0
2005,-15,0,11,0
2005,-14,0,14,0
2005,-13,0,22,0
2005,-12,0,30,0
2005,-11,0,35,0
2005,-10,0,45,0
2005,-9,0,57,0
2005,-8,0,71,0
2005,-6,0,96,0
2005,-4,0,145,0
2005,-2,0,206,0
2005,0,0,274,0
2005,2,0,302,0
2005,4,0,318,0
2005,6,0,315,0
2005,8,0,293,0
2005,10,0,293,0
2005,12,0,325,0
2005,14,0,285,0
2006,-28,0,1,0
2006,-27,0,1,0
2006,-26,0,1,0
2006,-25,0,1,0
2006,-24,0,1,0
2006,-23,0,1,0
2006,-22,0,1,0
2006,-21,0,1,0
2006,-20,0,2,0
2006,-19,0,3,0
2006,-18,0,3,0
2006,-17,0,4,0
2006,-16,0,4,0
2006,-15,0,6,0
2006,-14,0,9,0
2006,-13,0,17,0
2006,-12,0,20,0
2006,-11,0,29,0
2006,-10,0,36,0
2006,-9,0,51,0
2006,-7,0,70,0
2006,-5,0,101,0
2006,-3,0,149,0
2006,-1,0,205,0
2006,1,0,254,0
2006,3,0,281,0
2006,5,0,262,0
2006,7,0,256,0
2006,9,0,254,0
2006,11,0,255,0
2006,13,0,248,0
2007,-25,0,1,0
2007,-24,0,1,0
2007,-23,0,1,0
2007,-22,0,1,0
2007,-21,0,3,0
2007,-20,0,3,0
2007,-19,0,4,0
2007,-18,0,5,0
2007,-17,0,7,0
2007,-16,0,10,0
2007,-15,0,11,0
2007,-14,0,15,0
2007,-13,0,26,0
2007,-12,0,35,0
2007,-11,0,49,0
2007,-10,0,59,0
2007,-8,0,77,0
2007,-6,0,92,0
2007,-4,0,150,0
2007,-2,0,211,0
2007,0,0,280,0
2007,2,0,313,0
2007,4,0,307,0
2007,6,0,291,0
2007,8,0,272,0
2007,10,0,279,0
2007,12,0,265,0
2008,-23,0,1,0
2008,-22,0,1,0
2008,-21,0,3,0
2008,-20,0,6,0
2008,-19,0,7,0
2008,-18,0,8,0
2008,-17,0,13,0
2008,-16,0,15,0
2008,-15,0,18,0
2008,-14,0,25,0
2008,-13,0,29,0
2008,-12,0,32,0
2008,-11,0,43,0
2008,-9,0,64,0
2008,-7,0,89,0
2008,-5,0,127,0
2008,-3,0,179,0
2008,-1,0,227,0
2008,1,0,298,0
2008,3,0,295,0
2008,5,0,287,0
2008,7,0,271,0
2008,9,0,281,0
2008,11,0,259,0
2009,-23,0,1,0
2009,-22,0,1,0
2009,-21,0,4,0
2009,-20,0,4,0
2009,-19,0,5,0
2009,-18,0,6,0
2009,-17,0,8,0
2009,-16,0,12,0
2009,-15,0,15,0
2009,-14,0,17,0
2009,-13,0,21,0
2009,-12,0,37,0
2009,-10,0,58,0
2009,-8,0,87,0
2009,-6,0,114,0
2009,-4,0,164,0
2009,-2,0,227,0
2009,0,0,299,0
2009,2,0,333,0
2009,4,0,314,0
2009,6,0,321,0
2009,8,0,334,0
2009,10,0,310,0
2010,-32,0,1,0
2010,-31,0,1,0
2010,-30,0,1,0
2010,-26,0,1,0
2010,-25,0,1,0
2010,-23,0,1,0
2010,-22,0,3,0
2010,-21,0,3,0
2010,-20,0,5,0
2010,-19,0,4,0
2010,-18,0,7,0
2010,-17,0,7,0
2010,-16,0,12,0
2010,-15,0,18,0
2010,-14,0,22,0
2010,-13,0,24,0
2010,-11,0,46,0
2010,-9,0,77,0
2010,-7,0,107,0
2010,-5,0,141,0
2010,-3,0,187,0
2010,-1,0,250,0
2010,1,0,318,0
2010,3,0,313,0
2010,5,0,310,0
2010,7,0,341,0
2010,9,0,313,0
2011,-19,0,2,0
2011,-18,0,2,0
2011,-17,0,5,0
2011,-16,0,7,0
2011,-15,0,11,0
2011,-14,0,17,0
2011,-12,0,30,0
2011,-10,0,37,0
2011,-8,0,50,0
2011,-6,0,74,0
2011,-4,0,100,0
2011,-2,0,134,0
2011,0,0,184,0
2011,2,0,197,0
2011,4,0,207,0
2011,6,0,212,0
2011,8,0,191,0
2012,-21,0,1,0
2012,-20,0,2,0
2012,-19,0,2,0
2012,-18,0,3,0
2012,-17,0,2,0
2012,-16,0,4,0
2012,-15,0,10,0
2012,-13,0,28,0
2012,-11,0,42,0
2012,-9,0,66,0
2012,-7,0,91,0
2012,-5,0,125,0
2012,-3,0,170,0
2012,-1,0,225,0
2012,1,0,254,0
2012,3,0,267,0
2012,5,0,298,0
2012,7,0,259,0
2013,-29,0,1,0
2013,-28,0,1,0
2013,-27,0,1,0
2013,-26,0,1,0
2013,-25,0,1,0
2013,-24,0,1,0
2013,-23,0,1,0
2013,-22,0,2,0
2013,-21,0,2,0
2013,-20,0,3,0
2013,-19,0,6,0
2013,-18,0,8,0
2013,-17,0,9,0
2013,-16,0,9,0
2013,-14,0,23,0
2013,-12,0,48,0
2013,-10,0,66,0
2013,-8,0,87,0
2013,-6,0,111,0
2013,-4,0,150,0
2013,-2,0,186,0
2013,0,0,225,0
2013,2,0,245,0
2013,4,0,274,0
2013,6,0,239,0
2014,-33,0,1,0
2014,-32,0,1,0
2014,-31,0,1,0
2014,-30,0,1,0
2014,-24,0,1,0
2014,-23,0,2,0
2014,-22,0,2,0
2014,-21,0,3,0
2014,-20,0,4,0
2014,-19,0,6,0
2014,-18,0,5,0
2014,-17,0,7,0
2014,-15,0,20,0
2014,-13,0,33,0
2014,-11,0,46,0
2014,-9,0,65,0
2014,-7,0,79,0
2014,-5,0,113,0
2014,-3,0,144,0
2014,-1,0,204,0
2014,1,0,236,0
2014,3,0,240,0
2014,5,0,210,0
2015,-23,0,1,0
2015,-22,0,2,0
2015,-21,0,5,0
2015,-20,0,7,0
2015,-19,0,9,0
2015,-18,0,10,0
2015,-16,0,14,0
2015,-14,0,26,0
2015,-12,0,47,0
2015,-10,0,59,0
2015,-8,0,73,0
2015,-6,0,94,0
2015,-4,0,116,0
2015,-2,0,166,0
2015,0,0,216,0
2015,2,0,234,0
2015,4,0,212,0
2016,-21,0,1,0
2016,-20,0,2,0
2016,-19,0,6,0
2016,-17,0,14,0
2016,-15,0,27,0
2016,-13,0,37,0
2016,-11,0,61,0
2016,-9,0,78,0
2016,-7,0,104,0
2016,-5,0,120,0
2016,-3,0,160,0
2016,-1,0,201,0
2016,1,0,252,0
2016,3,0,250,0
2017,-29,0,1,0
2017,-28,0,1,0
2017,-27,0,1,0
2017,-26,0,2,0
2017,-25,0,4,0
2017,-24,0,5,0
2017,-23,0,6,0
2017,-22,0,7,0
2017,-21,0,7,0
2017,-20,0,10,0
2017,-18,0,13,0
2017,-16,0,24,0
2017,-14,0,39,0
2017,-12,0,49,0
2017,-10,0,63,0
2017,-8,0,74,0
2017,-6,0,104,0
2017,-4,0,134,0
2017,-2,0,180,0
2017,0,0,232,0
2017,2,0,228,0
2018,-25,0,1,0
2018,-24,0,2,0
2018,-23,0,2,0
2018,-22,0,4,0
2018,-21,0,8,0
2018,-19,0,11,0
2018,-17,0,18,0
2018,-15,0,25,0
2018,-13,0,36,0
2018,-11,0,57,0
2018,-9,0,71,0
2018,-7,0,91,0
2018,-5,0,111,0
2018,-3,0,150,0
2018,-1,0,200,0
2018,1,0,214,0
2019,-22,1,1,0
2019,-20,1,1,0
2019,-18,1,4,0
2019,-16,1,7,0
2019,-14,1,11,0
2019,-12,1,16,0
2019,-10,1,20,0
2019,-8,1,26,0
2019,-6,1,34,0
2019,-4,1,39,0
2019,-2,1,58,0
2019,0,1,66,0
,,0,77693,0
