draw,existing_family_rooms,under18_candidate,candidate_minus_existing
413,0.22862168470826116,0.21961412965545257,-0.009007555052808591
414,0.3105743061500128,0.3030725399849308,-0.007501766165082024
415,0.32444864159761266,0.30527070046020555,-0.019177941137407117
416,0.4269382690306154,0.41656945659447775,-0.010368812436137631
417,0.39192469134899,0.37086571207152996,-0.021058979277460033
418,0.3451767598636355,0.3239965691517126,-0.021180190711922897
419,0.3436414066281088,0.3297566790727311,-0.01388472755537773
420,0.3106167393365178,0.29603794508815984,-0.014578794248357951
421,0.43413485499169546,0.42863303784962614,-0.005501817142069321
422,0.4471878447033557,0.4272627651055876,-0.019925079597768125
423,0.33906496906228156,0.3244561561687638,-0.014608812893517786
424,0.29278651224590124,0.2803622969347499,-0.012424215311151343
425,0.4335249107063168,0.41970016424892176,-0.013824746457395065
426,0.31036375620107304,0.30170930052908496,-0.008654455671988082
427,0.2875702143174186,0.2908840287103054,0.0033138143928868047
428,0.27155829157774836,0.2587449828569346,-0.012813308720813765
429,0.3593996493246614,0.31650115456381744,-0.04289849476084395
430,0.25692948985665787,0.25317920205278455,-0.00375028780387332
431,0.42421387799419197,0.4043095640844552,-0.019904313909736793
432,0.3112984025834571,0.3001152403446321,-0.011183162238824984
433,0.3592183070500692,0.35905366184091303,-0.00016464520915615566
434,0.4258363052615355,0.40556271303711267,-0.02027359222442282
435,0.37205209798920613,0.3603383316393787,-0.011713766349827459
436,0.32993736682305475,0.31934515820443465,-0.010592208618620091
437,0.43226707039483436,0.4294293318984632,-0.002837738496371145
438,0.5268714549092666,0.5280869827362702,0.0012155278270036263
439,0.33863083439004793,0.3256635323888428,-0.012967302001205105
440,0.3202094727229259,0.3066217410898524,-0.013587731633073474
441,0.2982034430634659,0.2869377023196025,-0.01126574074386344
442,0.38389264725888417,0.3785229441352085,-0.005369703123675684
443,0.42774353200896886,0.4153280340684038,-0.012415497940565068
444,0.2955144475726392,0.27959595948684335,-0.01591848808579588
445,0.4054658312185797,0.3882587043159118,-0.017207126902667902
446,0.37963288818410934,0.3727017673402315,-0.006931120843877814
447,0.46169758819159945,0.45127717690047575,-0.010420411291123699
448,0.30508949215592907,0.28867181146652854,-0.016417680689400527
449,0.4537221916955101,0.45249509152942213,-0.0012271001660879577
450,0.26880334019345664,0.2718084603157278,0.0030051201222711654
451,0.3744752260422386,0.3651452718324535,-0.009329954209785107
452,0.2845888483401149,0.27696092478736567,-0.007627923552749216
453,0.28893603992012107,0.2767721348738972,-0.012163905046223888
454,0.21399028600221115,0.20040098621033664,-0.01358929979187451
455,0.3727177885541755,0.362574802830399,-0.010142985723776476
456,0.2615175591709997,0.25872843560858527,-0.002789123562414453
457,0.3597655931282846,0.3495657282438698,-0.010199864884414822
458,0.374096240082614,0.35336756900060085,-0.02072867108201315
459,0.45619790714764363,0.4443262374258774,-0.011871669721766231
460,0.2893415845986196,0.2924249715950804,0.003083386996460824
461,0.3490235181555361,0.33773023861218476,-0.011293279543351353
462,0.3326236776213065,0.3104375792017686,-0.022186098419537892
463,0.409782718507568,0.38942738356692796,-0.020355334940640013
