stage,cell,case_id,estimate,interpretation,lower,near_bound,parameter,status,structural_coordinate,transform,upper,actual_lower,actual_upper,near_actual_bound,restriction_type
production,B_floor,worker01_proposal12,7.40207714948215,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker01_proposal12,0.023498297497122688,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker01_proposal12,0.08864272593947178,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker01_proposal12,0.3768366905490712,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker01_proposal12,2.2422316897480843,mapped first-child requirement,0.1,False,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,False,searched
production,B_floor,worker01_proposal12,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal12,0.17942259546594763,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal12,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal12,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal12,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal12,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal12,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal12,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal13,0.9850141274226699,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_floor,worker01_proposal13,0.2819144555415435,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker01_proposal13,0.48034796977865263,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker01_proposal13,0.926622432480326,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker01_proposal13,10.67696459461058,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker01_proposal13,0.04088989199790719,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker01_proposal13,0.08948528660220034,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker01_proposal13,0.3233600298695606,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker01_proposal13,2.3,mapped first-child requirement,0.1,True,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,True,searched
production,B_floor,worker01_proposal13,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal13,0.14221893026352878,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal13,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal13,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal13,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal13,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal13,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal13,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal14,0.9830627477536595,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_floor,worker01_proposal14,0.2799770479483899,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker01_proposal14,0.5320767945924355,structural coordinate,0.02,False,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,False,searched
production,B_floor,worker01_proposal14,0.9260953597119748,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker01_proposal14,9.20487046208554,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker01_proposal14,0.04338821798406871,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker01_proposal14,0.09080761524601726,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker01_proposal14,0.29814782461342537,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker01_proposal14,2.3,mapped first-child requirement,0.1,True,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,True,searched
production,B_floor,worker01_proposal14,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal14,0.15395538696122568,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal14,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal14,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal14,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal14,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal14,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal14,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal15,0.9838905917031715,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_floor,worker01_proposal15,0.2647345877262783,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker01_proposal15,0.5041386425283207,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker01_proposal15,0.975206405712435,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker01_proposal15,9.954157626771847,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker01_proposal15,0.04018392552960207,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker01_proposal15,0.08989006472760297,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker01_proposal15,0.323986255352231,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker01_proposal15,2.3,mapped first-child requirement,0.1,True,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,True,searched
production,B_floor,worker01_proposal15,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal15,0.1491291207941592,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal15,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal15,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal15,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal15,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal15,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal15,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal16,0.9846095529843428,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_floor,worker01_proposal16,0.2588793841726014,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker01_proposal16,0.48965735088387663,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker01_proposal16,0.9285291687541328,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker01_proposal16,11.608653621836181,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker01_proposal16,0.031436166698151455,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker01_proposal16,0.08899226092660611,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker01_proposal16,0.3286632903458561,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker01_proposal16,2.2981287552950502,mapped first-child requirement,0.1,True,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,True,searched
production,B_floor,worker01_proposal16,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal16,0.12575758606451795,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal16,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal16,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal16,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal16,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal16,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal16,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker01_proposal17,0.9828855130576339,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_floor,worker01_proposal17,0.24938922759330467,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker01_proposal17,0.5232505149040918,structural coordinate,0.02,False,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,False,searched
production,B_floor,worker01_proposal17,0.8553505905343858,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker01_proposal17,9.021337823295426,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker01_proposal17,0.035986975943826764,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker01_proposal17,0.08943263086258518,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker01_proposal17,0.3483665990038452,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
